#RefName	Pos	Coverage
EOG090R00A6|Chlaenius_sericeus	93	29
EOG090R00A6|Chlaenius_sericeus	94	30
EOG090R00A6|Chlaenius_sericeus	95	30
EOG090R00A6|Chlaenius_sericeus	96	30
EOG090R00A6|Chlaenius_sericeus	97	30
EOG090R00A6|Chlaenius_sericeus	98	30
EOG090R00A6|Chlaenius_sericeus	99	30
EOG090R00A6|Chlaenius_sericeus	100	30
EOG090R00A6|Chlaenius_sericeus	101	30
EOG090R00A6|Chlaenius_sericeus	102	30
EOG090R00A6|Chlaenius_sericeus	103	30
EOG090R00A6|Chlaenius_sericeus	104	30
EOG090R00A6|Chlaenius_sericeus	105	30
EOG090R00A6|Chlaenius_sericeus	106	30
EOG090R00A6|Chlaenius_sericeus	107	30
EOG090R00A6|Chlaenius_sericeus	108	31
EOG090R00A6|Chlaenius_sericeus	109	31
EOG090R00A6|Chlaenius_sericeus	110	31
EOG090R00A6|Chlaenius_sericeus	111	31
EOG090R00A6|Chlaenius_sericeus	112	31
EOG090R00A6|Chlaenius_sericeus	113	31
EOG090R00A6|Chlaenius_sericeus	114	34
EOG090R00A6|Chlaenius_sericeus	115	34
EOG090R00A6|Chlaenius_sericeus	116	33
EOG090R00A6|Chlaenius_sericeus	117	37
EOG090R00A6|Chlaenius_sericeus	118	37
EOG090R00A6|Chlaenius_sericeus	119	37
EOG090R00A6|Chlaenius_sericeus	120	37
EOG090R00A6|Chlaenius_sericeus	121	37
EOG090R00A6|Chlaenius_sericeus	122	37
EOG090R00A6|Chlaenius_sericeus	123	37
EOG090R00A6|Chlaenius_sericeus	124	37
EOG090R00A6|Chlaenius_sericeus	125	37
EOG090R00A6|Chlaenius_sericeus	126	37
EOG090R00A6|Chlaenius_sericeus	127	37
EOG090R00A6|Chlaenius_sericeus	128	37
EOG090R00A6|Chlaenius_sericeus	129	37
EOG090R00A6|Chlaenius_sericeus	130	37
EOG090R00A6|Chlaenius_sericeus	131	37
EOG090R00A6|Chlaenius_sericeus	132	37
EOG090R00A6|Chlaenius_sericeus	133	37
EOG090R00A6|Chlaenius_sericeus	134	37
EOG090R00A6|Chlaenius_sericeus	135	37
EOG090R00A6|Chlaenius_sericeus	136	37
EOG090R00A6|Chlaenius_sericeus	137	37
EOG090R00A6|Chlaenius_sericeus	138	37
EOG090R00A6|Chlaenius_sericeus	139	37
EOG090R00A6|Chlaenius_sericeus	140	37
EOG090R00A6|Chlaenius_sericeus	141	37
EOG090R00A6|Chlaenius_sericeus	142	37
EOG090R00A6|Chlaenius_sericeus	143	37
EOG090R00A6|Chlaenius_sericeus	144	36
EOG090R00A6|Chlaenius_sericeus	145	35
EOG090R00A6|Chlaenius_sericeus	146	35
EOG090R00A6|Chlaenius_sericeus	147	35
EOG090R00A6|Chlaenius_sericeus	148	34
EOG090R00A6|Chlaenius_sericeus	149	34
EOG090R00A6|Chlaenius_sericeus	150	32
EOG090R00A6|Chlaenius_sericeus	151	32
EOG090R00A6|Chlaenius_sericeus	152	32
EOG090R00A6|Chlaenius_sericeus	153	32
EOG090R00A6|Chlaenius_sericeus	154	29
EOG090R00A6|Chlaenius_sericeus	155	29
EOG090R00A6|Chlaenius_sericeus	156	29
EOG090R00A6|Chlaenius_sericeus	157	29
EOG090R00A6|Chlaenius_sericeus	158	29
EOG090R00A6|Chlaenius_sericeus	159	28
EOG090R00A6|Chlaenius_sericeus	160	28
EOG090R00A6|Chlaenius_sericeus	161	29
EOG090R00A6|Chlaenius_sericeus	162	29
EOG090R00A6|Chlaenius_sericeus	163	28
EOG090R00A6|Chlaenius_sericeus	164	27
EOG090R00A6|Chlaenius_sericeus	165	27
EOG090R00A6|Chlaenius_sericeus	166	27
EOG090R00A6|Chlaenius_sericeus	167	27
EOG090R00A6|Chlaenius_sericeus	168	27
EOG090R00A6|Chlaenius_sericeus	169	28
EOG090R00A6|Chlaenius_sericeus	170	28
EOG090R00A6|Chlaenius_sericeus	171	28
EOG090R00A6|Chlaenius_sericeus	172	28
EOG090R00A6|Chlaenius_sericeus	173	24
EOG090R00A6|Chlaenius_sericeus	174	24
EOG090R00A6|Chlaenius_sericeus	175	22
EOG090R00A6|Chlaenius_sericeus	176	22
EOG090R00A6|Chlaenius_sericeus	177	22
EOG090R00A6|Chlaenius_sericeus	178	26
EOG090R00A6|Chlaenius_sericeus	179	26
EOG090R00A6|Chlaenius_sericeus	180	24
EOG090R00A6|Chlaenius_sericeus	181	24
EOG090R00A6|Chlaenius_sericeus	182	24
EOG090R00A6|Chlaenius_sericeus	183	24
EOG090R00A6|Chlaenius_sericeus	184	24
EOG090R00A6|Chlaenius_sericeus	185	25
EOG090R00A6|Chlaenius_sericeus	186	24
EOG090R00A6|Chlaenius_sericeus	187	25
EOG090R00A6|Chlaenius_sericeus	188	25
EOG090R00A6|Chlaenius_sericeus	189	25
EOG090R00A6|Chlaenius_sericeus	190	25
EOG090R00A6|Chlaenius_sericeus	191	25
EOG090R00A6|Chlaenius_sericeus	192	28
EOG090R00A6|Chlaenius_sericeus	193	28
EOG090R00A6|Chlaenius_sericeus	194	28
EOG090R00A6|Chlaenius_sericeus	195	28
EOG090R00A6|Chlaenius_sericeus	196	28
EOG090R00A6|Chlaenius_sericeus	197	28
EOG090R00A6|Chlaenius_sericeus	198	28
EOG090R00A6|Chlaenius_sericeus	199	28
EOG090R00A6|Chlaenius_sericeus	200	28
EOG090R00A6|Chlaenius_sericeus	201	28
EOG090R00A6|Chlaenius_sericeus	202	28
EOG090R00A6|Chlaenius_sericeus	203	27
EOG090R00A6|Chlaenius_sericeus	204	27
EOG090R00A6|Chlaenius_sericeus	205	27
EOG090R00A6|Chlaenius_sericeus	206	27
EOG090R00A6|Chlaenius_sericeus	207	28
EOG090R00A6|Chlaenius_sericeus	208	32
EOG090R00A6|Chlaenius_sericeus	209	31
EOG090R00A6|Chlaenius_sericeus	210	31
EOG090R00A6|Chlaenius_sericeus	211	31
EOG090R00A6|Chlaenius_sericeus	212	31
EOG090R00A6|Chlaenius_sericeus	213	31
EOG090R00A6|Chlaenius_sericeus	214	33
EOG090R00A6|Chlaenius_sericeus	215	33
EOG090R00A6|Chlaenius_sericeus	216	35
EOG090R00A6|Chlaenius_sericeus	217	35
EOG090R00A6|Chlaenius_sericeus	218	35
EOG090R00A6|Chlaenius_sericeus	219	35
EOG090R00A6|Chlaenius_sericeus	220	38
EOG090R00A6|Chlaenius_sericeus	221	38
EOG090R00A6|Chlaenius_sericeus	222	38
EOG090R00A6|Chlaenius_sericeus	223	40
EOG090R00A6|Chlaenius_sericeus	224	39
EOG090R00A6|Chlaenius_sericeus	225	40
EOG090R00A6|Chlaenius_sericeus	226	40
EOG090R00A6|Chlaenius_sericeus	227	40
EOG090R00A6|Chlaenius_sericeus	228	40
EOG090R00A6|Chlaenius_sericeus	229	40
EOG090R00A6|Chlaenius_sericeus	230	40
EOG090R00A6|Chlaenius_sericeus	231	41
EOG090R00A6|Chlaenius_sericeus	232	40
EOG090R00A6|Chlaenius_sericeus	233	39
EOG090R00A6|Chlaenius_sericeus	234	39
EOG090R00A6|Chlaenius_sericeus	235	39
EOG090R00A6|Chlaenius_sericeus	236	40
EOG090R00A6|Chlaenius_sericeus	237	40
EOG090R00A6|Chlaenius_sericeus	238	40
EOG090R00A6|Chlaenius_sericeus	239	39
EOG090R00A6|Chlaenius_sericeus	240	40
EOG090R00A6|Chlaenius_sericeus	241	41
EOG090R00A6|Chlaenius_sericeus	242	42
EOG090R00A6|Chlaenius_sericeus	243	42
EOG090R00A6|Chlaenius_sericeus	244	42
EOG090R00A6|Chlaenius_sericeus	245	42
EOG090R00A6|Chlaenius_sericeus	246	42
EOG090R00A6|Chlaenius_sericeus	247	42
EOG090R00A6|Chlaenius_sericeus	248	42
EOG090R00A6|Chlaenius_sericeus	249	42
EOG090R00A6|Chlaenius_sericeus	250	42
EOG090R00A6|Chlaenius_sericeus	251	43
EOG090R00A6|Chlaenius_sericeus	252	43
EOG090R00A6|Chlaenius_sericeus	253	43
EOG090R00A6|Chlaenius_sericeus	254	43
EOG090R00A6|Chlaenius_sericeus	255	43
EOG090R00A6|Chlaenius_sericeus	256	43
EOG090R00A6|Chlaenius_sericeus	257	43
EOG090R00A6|Chlaenius_sericeus	258	43
EOG090R00A6|Chlaenius_sericeus	259	42
EOG090R00A6|Chlaenius_sericeus	260	42
EOG090R00A6|Chlaenius_sericeus	261	42
EOG090R00A6|Chlaenius_sericeus	262	42
EOG090R00A6|Chlaenius_sericeus	263	42
EOG090R00A6|Chlaenius_sericeus	264	42
EOG090R00A6|Chlaenius_sericeus	265	39
EOG090R00A6|Chlaenius_sericeus	266	39
EOG090R00A6|Chlaenius_sericeus	267	39
EOG090R00A6|Chlaenius_sericeus	268	35
EOG090R00A6|Chlaenius_sericeus	269	35
EOG090R00A6|Chlaenius_sericeus	270	35
EOG090R00A6|Chlaenius_sericeus	271	35
EOG090R00A6|Chlaenius_sericeus	272	35
EOG090R00A6|Chlaenius_sericeus	273	35
EOG090R00A6|Chlaenius_sericeus	274	35
EOG090R00A6|Chlaenius_sericeus	275	35
EOG090R00A6|Chlaenius_sericeus	276	35
EOG090R00A6|Chlaenius_sericeus	277	36
EOG090R00A6|Chlaenius_sericeus	278	36
EOG090R00A6|Chlaenius_sericeus	279	36
EOG090R00A6|Chlaenius_sericeus	280	36
EOG090R00A6|Chlaenius_sericeus	281	36
EOG090R00A6|Chlaenius_sericeus	282	36
EOG090R00A6|Chlaenius_sericeus	283	36
EOG090R00A6|Chlaenius_sericeus	284	36
EOG090R00A6|Chlaenius_sericeus	285	36
EOG090R00A6|Chlaenius_sericeus	286	37
EOG090R00A6|Chlaenius_sericeus	287	37
EOG090R00A6|Chlaenius_sericeus	288	37
EOG090R00A6|Chlaenius_sericeus	289	37
EOG090R00A6|Chlaenius_sericeus	290	38
EOG090R00A6|Chlaenius_sericeus	291	38
EOG090R00A6|Chlaenius_sericeus	292	38
EOG090R00A6|Chlaenius_sericeus	293	39
EOG090R00A6|Chlaenius_sericeus	294	43
EOG090R00A6|Chlaenius_sericeus	295	43
EOG090R00A6|Chlaenius_sericeus	296	43
EOG090R00A6|Chlaenius_sericeus	297	45
EOG090R00A6|Chlaenius_sericeus	298	45
EOG090R00A6|Chlaenius_sericeus	299	45
EOG090R00A6|Chlaenius_sericeus	300	45
EOG090R00A6|Chlaenius_sericeus	301	47
EOG090R00A6|Chlaenius_sericeus	302	48
EOG090R00A6|Chlaenius_sericeus	303	48
EOG090R00A6|Chlaenius_sericeus	304	51
EOG090R00A6|Chlaenius_sericeus	305	51
EOG090R00A6|Chlaenius_sericeus	306	51
EOG090R00A6|Chlaenius_sericeus	307	51
EOG090R00A6|Chlaenius_sericeus	308	54
EOG090R00A6|Chlaenius_sericeus	309	55
EOG090R00A6|Chlaenius_sericeus	310	59
EOG090R00A6|Chlaenius_sericeus	311	60
EOG090R00A6|Chlaenius_sericeus	312	61
EOG090R00A6|Chlaenius_sericeus	313	67
EOG090R00A6|Chlaenius_sericeus	314	68
EOG090R00A6|Chlaenius_sericeus	315	73
EOG090R00A6|Chlaenius_sericeus	316	78
EOG090R00A6|Chlaenius_sericeus	317	84
EOG090R00A6|Chlaenius_sericeus	318	86
EOG090R00A6|Chlaenius_sericeus	319	88
EOG090R00A6|Chlaenius_sericeus	320	88
EOG090R00A6|Chlaenius_sericeus	321	90
EOG090R00A6|Chlaenius_sericeus	322	90
EOG090R00A6|Chlaenius_sericeus	323	92
EOG090R00A6|Chlaenius_sericeus	324	92
EOG090R00A6|Chlaenius_sericeus	325	94
EOG090R00A6|Chlaenius_sericeus	326	94
EOG090R00A6|Chlaenius_sericeus	327	95
EOG090R00A6|Chlaenius_sericeus	328	95
EOG090R00A6|Chlaenius_sericeus	329	95
EOG090R00A6|Chlaenius_sericeus	330	92
EOG090R00A6|Chlaenius_sericeus	331	92
EOG090R00A6|Chlaenius_sericeus	332	92
EOG090R00A6|Chlaenius_sericeus	333	92
EOG090R00A6|Chlaenius_sericeus	334	92
EOG090R00A6|Chlaenius_sericeus	335	92
EOG090R00A6|Chlaenius_sericeus	336	92
EOG090R00A6|Chlaenius_sericeus	337	92
EOG090R00A6|Chlaenius_sericeus	338	92
EOG090R00A6|Chlaenius_sericeus	339	92
EOG090R00A6|Chlaenius_sericeus	340	93
EOG090R00A6|Chlaenius_sericeus	341	96
EOG090R00A6|Chlaenius_sericeus	342	96
EOG090R00A6|Chlaenius_sericeus	343	96
EOG090R00A6|Chlaenius_sericeus	344	96
EOG090R00A6|Chlaenius_sericeus	345	96
EOG090R00A6|Chlaenius_sericeus	346	96
EOG090R00A6|Chlaenius_sericeus	347	97
EOG090R00A6|Chlaenius_sericeus	348	99
EOG090R00A6|Chlaenius_sericeus	349	99
EOG090R00A6|Chlaenius_sericeus	350	101
EOG090R00A6|Chlaenius_sericeus	351	102
EOG090R00A6|Chlaenius_sericeus	352	102
EOG090R00A6|Chlaenius_sericeus	353	102
EOG090R00A6|Chlaenius_sericeus	354	102
EOG090R00A6|Chlaenius_sericeus	355	102
EOG090R00A6|Chlaenius_sericeus	356	104
EOG090R00A6|Chlaenius_sericeus	357	103
EOG090R00A6|Chlaenius_sericeus	358	104
EOG090R00A6|Chlaenius_sericeus	359	108
EOG090R00A6|Chlaenius_sericeus	360	110
EOG090R00A6|Chlaenius_sericeus	361	109
EOG090R00A6|Chlaenius_sericeus	362	110
EOG090R00A6|Chlaenius_sericeus	363	111
EOG090R00A6|Chlaenius_sericeus	364	111
EOG090R00A6|Chlaenius_sericeus	365	111
EOG090R00A6|Chlaenius_sericeus	366	115
EOG090R00A6|Chlaenius_sericeus	367	115
EOG090R00A6|Chlaenius_sericeus	368	116
EOG090R00A6|Chlaenius_sericeus	369	116
EOG090R00A6|Chlaenius_sericeus	370	116
EOG090R00A6|Chlaenius_sericeus	371	116
EOG090R00A6|Chlaenius_sericeus	372	119
EOG090R00A6|Chlaenius_sericeus	373	120
EOG090R00A6|Chlaenius_sericeus	374	120
EOG090R00A6|Chlaenius_sericeus	375	121
EOG090R00A6|Chlaenius_sericeus	376	124
EOG090R00A6|Chlaenius_sericeus	377	122
EOG090R00A6|Chlaenius_sericeus	378	125
EOG090R00A6|Chlaenius_sericeus	379	125
EOG090R00A6|Chlaenius_sericeus	380	126
EOG090R00A6|Chlaenius_sericeus	381	127
EOG090R00A6|Chlaenius_sericeus	382	127
EOG090R00A6|Chlaenius_sericeus	383	127
EOG090R00A6|Chlaenius_sericeus	384	127
EOG090R00A6|Chlaenius_sericeus	385	127
EOG090R00A6|Chlaenius_sericeus	386	131
EOG090R00A6|Chlaenius_sericeus	387	131
EOG090R00A6|Chlaenius_sericeus	388	131
EOG090R00A6|Chlaenius_sericeus	389	132
EOG090R00A6|Chlaenius_sericeus	390	133
EOG090R00A6|Chlaenius_sericeus	391	135
EOG090R00A6|Chlaenius_sericeus	392	138
EOG090R00A6|Chlaenius_sericeus	393	138
EOG090R00A6|Chlaenius_sericeus	394	139
EOG090R00A6|Chlaenius_sericeus	395	140
EOG090R00A6|Chlaenius_sericeus	396	140
EOG090R00A6|Chlaenius_sericeus	397	138
EOG090R00A6|Chlaenius_sericeus	398	138
EOG090R00A6|Chlaenius_sericeus	399	137
EOG090R00A6|Chlaenius_sericeus	400	137
EOG090R00A6|Chlaenius_sericeus	401	137
EOG090R00A6|Chlaenius_sericeus	402	138
EOG090R00A6|Chlaenius_sericeus	403	138
EOG090R00A6|Chlaenius_sericeus	404	138
EOG090R00A6|Chlaenius_sericeus	405	140
EOG090R00A6|Chlaenius_sericeus	406	140
EOG090R00A6|Chlaenius_sericeus	407	140
EOG090R00A6|Chlaenius_sericeus	408	140
EOG090R00A6|Chlaenius_sericeus	409	139
EOG090R00A6|Chlaenius_sericeus	410	136
EOG090R00A6|Chlaenius_sericeus	411	136
EOG090R00A6|Chlaenius_sericeus	412	139
EOG090R00A6|Chlaenius_sericeus	413	137
EOG090R00A6|Chlaenius_sericeus	414	137
EOG090R00A6|Chlaenius_sericeus	415	137
EOG090R00A6|Chlaenius_sericeus	416	136
EOG090R00A6|Chlaenius_sericeus	417	133
EOG090R00A6|Chlaenius_sericeus	418	134
EOG090R00A6|Chlaenius_sericeus	419	133
EOG090R00A6|Chlaenius_sericeus	420	133
EOG090R00A6|Chlaenius_sericeus	421	131
EOG090R00A6|Chlaenius_sericeus	422	131
EOG090R00A6|Chlaenius_sericeus	423	129
EOG090R00A6|Chlaenius_sericeus	424	129
EOG090R00A6|Chlaenius_sericeus	425	130
EOG090R00A6|Chlaenius_sericeus	426	128
EOG090R00A6|Chlaenius_sericeus	427	128
EOG090R00A6|Chlaenius_sericeus	428	125
EOG090R00A6|Chlaenius_sericeus	429	123
EOG090R00A6|Chlaenius_sericeus	430	123
EOG090R00A6|Chlaenius_sericeus	431	123
EOG090R00A6|Chlaenius_sericeus	432	123
EOG090R00A6|Chlaenius_sericeus	433	123
EOG090R00A6|Chlaenius_sericeus	434	122
EOG090R00A6|Chlaenius_sericeus	435	120
EOG090R00A6|Chlaenius_sericeus	436	120
EOG090R00A6|Chlaenius_sericeus	437	119
EOG090R00A6|Chlaenius_sericeus	438	119
EOG090R00A6|Chlaenius_sericeus	439	118
EOG090R00A6|Chlaenius_sericeus	440	117
EOG090R00A6|Chlaenius_sericeus	441	116
EOG090R00A6|Chlaenius_sericeus	442	117
EOG090R00A6|Chlaenius_sericeus	443	113
EOG090R00A6|Chlaenius_sericeus	444	113
EOG090R00A6|Chlaenius_sericeus	445	111
EOG090R00A6|Chlaenius_sericeus	446	111
EOG090R00A6|Chlaenius_sericeus	447	111
EOG090R00A6|Chlaenius_sericeus	448	110
EOG090R00A6|Chlaenius_sericeus	449	112
EOG090R00A6|Chlaenius_sericeus	450	111
EOG090R00A6|Chlaenius_sericeus	451	111
EOG090R00A6|Chlaenius_sericeus	452	111
EOG090R00A6|Chlaenius_sericeus	453	111
EOG090R00A6|Chlaenius_sericeus	454	113
EOG090R00A6|Chlaenius_sericeus	455	114
EOG090R00A6|Chlaenius_sericeus	456	113
EOG090R00A6|Chlaenius_sericeus	457	112
EOG090R00A6|Chlaenius_sericeus	458	110
EOG090R00A6|Chlaenius_sericeus	459	110
EOG090R00A6|Chlaenius_sericeus	460	108
EOG090R00A6|Chlaenius_sericeus	461	107
EOG090R00A6|Chlaenius_sericeus	462	107
EOG090R00A6|Chlaenius_sericeus	463	109
EOG090R00A6|Chlaenius_sericeus	464	109
EOG090R00A6|Chlaenius_sericeus	465	109
EOG090R00A6|Chlaenius_sericeus	466	106
EOG090R00A6|Chlaenius_sericeus	467	104
EOG090R00A6|Chlaenius_sericeus	468	103
EOG090R00A6|Chlaenius_sericeus	469	102
EOG090R00A6|Chlaenius_sericeus	470	100
EOG090R00A6|Chlaenius_sericeus	471	101
EOG090R00A6|Chlaenius_sericeus	472	99
EOG090R00A6|Chlaenius_sericeus	473	100
EOG090R00A6|Chlaenius_sericeus	474	98
EOG090R00A6|Chlaenius_sericeus	475	99
EOG090R00A6|Chlaenius_sericeus	476	102
EOG090R00A6|Chlaenius_sericeus	477	102
EOG090R00A6|Chlaenius_sericeus	478	101
EOG090R00A6|Chlaenius_sericeus	479	101
EOG090R00A6|Chlaenius_sericeus	480	97
EOG090R00A6|Chlaenius_sericeus	481	97
EOG090R00A6|Chlaenius_sericeus	482	97
EOG090R00A6|Chlaenius_sericeus	483	98
EOG090R00A6|Chlaenius_sericeus	484	102
EOG090R00A6|Chlaenius_sericeus	485	104
EOG090R00A6|Chlaenius_sericeus	486	104
EOG090R00A6|Chlaenius_sericeus	487	104
EOG090R00A6|Chlaenius_sericeus	488	104
EOG090R00A6|Chlaenius_sericeus	489	104
EOG090R00A6|Chlaenius_sericeus	490	103
EOG090R00A6|Chlaenius_sericeus	491	102
EOG090R00A6|Chlaenius_sericeus	492	100
EOG090R00A6|Chlaenius_sericeus	493	100
EOG090R00A6|Chlaenius_sericeus	494	99
EOG090R00A6|Chlaenius_sericeus	495	100
EOG090R00A6|Chlaenius_sericeus	496	100
EOG090R00A6|Chlaenius_sericeus	497	101
EOG090R00A6|Chlaenius_sericeus	498	102
EOG090R00A6|Chlaenius_sericeus	499	102
EOG090R00A6|Chlaenius_sericeus	500	103
EOG090R00A6|Chlaenius_sericeus	501	101
EOG090R00A6|Chlaenius_sericeus	502	100
EOG090R00A6|Chlaenius_sericeus	503	100
EOG090R00A6|Chlaenius_sericeus	504	101
EOG090R00A6|Chlaenius_sericeus	505	103
EOG090R00A6|Chlaenius_sericeus	506	101
EOG090R00A6|Chlaenius_sericeus	507	99
EOG090R00A6|Chlaenius_sericeus	508	99
EOG090R00A6|Chlaenius_sericeus	509	97
EOG090R00A6|Chlaenius_sericeus	510	94
EOG090R00A6|Chlaenius_sericeus	511	92
EOG090R00A6|Chlaenius_sericeus	512	92
EOG090R00A6|Chlaenius_sericeus	513	92
EOG090R00A6|Chlaenius_sericeus	514	91
EOG090R00A6|Chlaenius_sericeus	515	91
EOG090R00A6|Chlaenius_sericeus	516	91
EOG090R00A6|Chlaenius_sericeus	517	88
EOG090R00A6|Chlaenius_sericeus	518	89
EOG090R00A6|Chlaenius_sericeus	519	88
EOG090R00A6|Chlaenius_sericeus	520	88
EOG090R00A6|Chlaenius_sericeus	521	88
EOG090R00A6|Chlaenius_sericeus	522	87
EOG090R00A6|Chlaenius_sericeus	523	84
EOG090R00A6|Chlaenius_sericeus	524	83
EOG090R00A6|Chlaenius_sericeus	525	84
EOG090R00A6|Chlaenius_sericeus	526	84
EOG090R00A6|Chlaenius_sericeus	527	84
EOG090R00A6|Chlaenius_sericeus	528	84
EOG090R00A6|Chlaenius_sericeus	529	82
EOG090R00A6|Chlaenius_sericeus	530	83
EOG090R00A6|Chlaenius_sericeus	531	83
EOG090R00A6|Chlaenius_sericeus	532	82
EOG090R00A6|Chlaenius_sericeus	533	82
EOG090R00A6|Chlaenius_sericeus	534	82
EOG090R00A6|Chlaenius_sericeus	535	82
EOG090R00A6|Chlaenius_sericeus	536	81
EOG090R00A6|Chlaenius_sericeus	537	77
EOG090R00A6|Chlaenius_sericeus	538	77
EOG090R00A6|Chlaenius_sericeus	539	78
EOG090R00A6|Chlaenius_sericeus	540	78
EOG090R00A6|Chlaenius_sericeus	541	77
EOG090R00A6|Chlaenius_sericeus	542	75
EOG090R00A6|Chlaenius_sericeus	543	73
EOG090R00A6|Chlaenius_sericeus	544	73
EOG090R00A6|Chlaenius_sericeus	545	74
EOG090R00A6|Chlaenius_sericeus	546	74
EOG090R00A6|Chlaenius_sericeus	547	74
EOG090R00A6|Chlaenius_sericeus	548	75
EOG090R00A6|Chlaenius_sericeus	549	76
EOG090R00A6|Chlaenius_sericeus	550	76
EOG090R00A6|Chlaenius_sericeus	551	76
EOG090R00A6|Chlaenius_sericeus	552	77
EOG090R00A6|Chlaenius_sericeus	553	75
EOG090R00A6|Chlaenius_sericeus	554	75
EOG090R00A6|Chlaenius_sericeus	555	76
EOG090R00A6|Chlaenius_sericeus	556	74
EOG090R00A6|Chlaenius_sericeus	557	78
